Name,Importance,lat,lng
530218,0.473314143,30.75526512,-85.36111757
530247,0.0668352,30.98261779,-85.4868899
530248,0.101659189,30.97579609,-85.05220493
539943,0.114276312,30.71938196,-85.03925439
539957,0.077512774,30.90481717,-85.52225202
540245,0.11471952,30.40888832,-84.02086175
540312,0.114596074,30.40797859,-83.90163253
540375,0.560941918,30.45105972,-83.7533721
550151,0.518558306,30.43807523,-84.2732163
550207,0.202132578,30.49387311,-84.27725659
550211,0.130732268,30.43962408,-84.47634452
550300,0.769889884,30.30518558,-84.24558643
550304,1.356802908,30.49703165,-84.26826508
550349,0.471406664,30.62323821,-84.16986293
550376,0.408005998,30.37554362,-84.24968974
560301,0.173807092,30.4967293,-84.89165086
570122,0.649630334,30.75502756,-86.61460405
570167,0.799594121,30.40985218,-86.79435755
570219,0.345488219,30.55071766,-86.49882036
570250,0.657070618,30.46436266,-86.62045959
570318,0.579290169,30.7164226,-86.6099865
570356,0.208220546,30.91495434,-86.48628064
570385,1.622515298,30.39180487,-86.54571054
580251,0.193461461,30.69379363,-86.80591197
580285,0.03678132,30.89272887,-87.16568035
580330,0.033272904,30.85986285,-86.88610652
580398,0.675974697,30.68381419,-87.05383655
590252,0.100083974,30.28709437,-84.40048808
590296,0.720569688,30.22083431,-84.36238457
600051,0.191603633,30.81680138,-86.12292242
600366,0.482240107,30.74033097,-86.22726068
609958,1.049250133,30.69120854,-86.09521021
609959,0.239957453,30.99142724,-86.30918765
610152,0.311237724,30.74615625,-85.50965226
610344,0.206143602,30.77602477,-85.57834342
700113,1.711188608,28.35677389,-80.70732402
700114,0.766572841,28.00215671,-80.56198495
700134,1.909027482,27.95422391,-80.60976077
700284,0.456217816,28.00594925,-80.52827965
700322,1.517189445,28.71502423,-80.8896262
700345,0.642095136,28.04047039,-80.62158933
700370,1.08210978,28.40145735,-80.74406433
709919,1.722893922,28.3294765,-80.7745699
710189,0.890336431,30.09310228,-81.70602227
710233,0.400064657,30.04410462,-81.89327995
720062,0.826163347,30.28802957,-81.41427637
720171,2.397344219,30.27787519,-81.61803748
720172,0.745798362,30.27252122,-81.73404227
720216,1.588667873,30.40076202,-81.56408867
720235,0.099390842,30.34464272,-81.95352945
729905,1.917908012,30.13500328,-81.5341753
729914,1.682671538,30.35556093,-81.76074881
730263,0.267386591,29.38664002,-81.18897784
730335,0.417605319,29.47606787,-81.17443773
740047,0.42494152,30.77613121,-81.9788903
740132,0.470665404,30.71816359,-81.66780596
740182,1.173254963,30.62963046,-81.61024624
749923,1.224789388,30.65498762,-81.66238141
750038,1.716001855,28.55097923,-81.59683885
750104,1.195173947,28.54282262,-81.08742119
750130,3.154056201,28.43876945,-81.47413031
750154,1.135946454,28.47119146,-81.3099943
750175,0.518631637,28.5075652,-81.37627539
750204,1.668911531,28.45132713,-81.30109913
760105,0.999191032,29.61062253,-81.58351191
760240,0.273421318,29.62652232,-81.79620391
770102,0.791846337,28.76537217,-81.2828203
770197,0.845497479,28.69776451,-81.36679565
770299,0.578026357,28.78697821,-81.18587789
770343,1.306752397,28.71288741,-81.37855021
780311,0.818292505,29.85542524,-81.3227592
780329,1.133009739,29.85273379,-81.27887791
780360,0.581634725,30.10348087,-81.6269201
790170,0.742772659,28.95209678,-80.9418903
799906,2.196098226,28.88769214,-81.27902509
799925,0.337908027,29.10369257,-81.20978138
799929,0.693014799,28.93190893,-80.87727023
860176,0.295173966,25.99824096,-80.14271174
860214,1.041364163,26.23107748,-80.1630766
860215,0.560308557,26.23508484,-80.09061684
860255,0.852505812,26.27453492,-80.14627324
860256,0.591428547,26.0647778,-80.24200587
860298,1.089248254,26.24382707,-80.20139107
860306,0.314042303,26.0120475,-80.12193219
860331,5.153836424,25.98935947,-80.1656618
860357,0.485964739,26.14619522,-80.47667538
860362,1.90235422,25.96796993,-80.35187544
860380,2.964627093,26.10073146,-80.25760516
860381,0.20866237,26.10086678,-80.25743576
860384,1.07448474,25.98496375,-80.16353342
870031,1.508247811,25.77794715,-80.16510422
870096,0.601408058,25.91232591,-80.22709445
870108,1.92200953,25.81044582,-80.1574681
870137,3.082932693,25.92473556,-80.30268877
870178,1.403352085,25.71868296,-80.27166751
870193,0.618285118,25.69527944,-80.32061936
870258,0.540058859,25.91857807,-80.18779816
870382,0.281299398,25.77476403,-80.17198166
870383,0.79267148,25.76090238,-80.45461027
879947,0.71746588,25.87372209,-80.34905262
880139,0.307686812,27.65345078,-80.78522217
880314,1.051756044,27.6332355,-80.38918058
890259,0.693752012,27.23438805,-80.1862544
890289,0.305316348,27.06041111,-80.30340835
890332,1.048521363,27.21471098,-80.26056336
890334,1.480817493,27.20456308,-80.40034798
890374,0.455739806,26.99711538,-80.0972485
900164,0.502443828,25.16817532,-80.37656075
900165,0.75187479,24.57140188,-81.74725635
900227,0.317615552,24.669703,-81.37131573
920065,0.548568596,28.15598786,-81.11018881
920265,1.334120242,28.30419621,-81.45073826
930010,0.520559181,26.39736898,-80.07616025
930087,0.776600496,26.7181499,-80.04325912
930101,1.526554833,26.68071081,-80.21602818
930140,0.156435838,26.91724588,-80.3132138
930174,4.332782979,26.71427605,-80.08380921
930198,3.986517228,26.51008967,-80.07299689
930217,2.434543024,26.89472982,-80.13477653
939952,2.400590467,26.91500539,-80.14390868
940144,0.272129909,27.44754395,-80.49020398
940195,0.325446882,27.39147764,-80.46004279
940260,2.945852478,27.43953081,-80.39035102
970223,0.343856378,28.49337447,-80.84427304
970267,2.226053124,25.80427621,-80.38605118
970403,2.62489192,25.99949204,-80.21988956
970406,0.475229413,28.4928428,-82.48072498
970407,0.493703396,27.99725876,-81.98781515
970416,1.119674612,26.83823696,-80.1299765
970417,0.967757777,26.93502129,-80.15384423
970430,1.301069378,25.48139511,-80.43300509
979913,0.481935294,27.24640168,-80.34662169
979931,0.747249252,28.79894069,-81.99823163
979933,1.890615387,26.18010157,-80.30623273
979961,0.81473688,28.25514624,-81.33078187
